#HMS-PCI Spoke	( 3620)
YGL137W	YER023W
YDR398W	YER138C
YDR398W	YJL026W
YDR398W	YBR025C
YDR398W	YMR246W
YDR398W	YNR016C
YDR398W	YOR259C
YDR398W	YJR070C
YDR398W	YFL045C
YDR398W	YLR216C
YDR398W	YLR336C
YBR198C	YOR308C
YBR198C	YBR025C
YDR128W	YGL100W
YDR128W	YGL205W
YDR128W	YFL016C
YDR128W	YPL258C
YDR128W	YEL062W
YDR128W	YCL028W
YDR128W	YOL139C
YDR128W	YHR033W
YDR128W	YLR216C
YDR128W	YER182W
YDL195W	YLR429W
YKR026C	YKR046C
YKR026C	YGR282C
YKR026C	YKL211C
YKR026C	YDR342C
YKR026C	YBR227C
YKR026C	YJR072C
YKR026C	YBL030C
YKR026C	YER025W
YKR026C	YFL022C
YKR026C	YMR145C
YKR026C	YBR120C
YKR026C	YGL026C
YKR026C	YAL002W
YFR021W	YDL047W
YFR021W	YPL258C
YEL056W	YDR233C
YCL039W	YDL225W
YCL039W	YBR105C
YER066C-A	YBL049W
YER066C-A	YDL225W
YDR488C	YOR172W
YDR488C	YNR058W
YML102W	YPR018W
YLR196W	YOR176W
YLR196W	YPR191W
YFR040W	YDL113C
YLR175W	YLR197W
YLR175W	YLR134W
YLR175W	YNL124W
YOR229W	YDR188W
YBR017C	YKL212W
YBR017C	YDL204W
YDL145C	YKL211C
YDL145C	YNL287W
YDL145C	YEL060C
YDL145C	YDR216W
YDL145C	YBR039W
YDL145C	YFR051C
YDL145C	YJL117W
YML115C	YDL052C
YML115C	YBR205W
YML115C	YEL002C
YDR129C	YKL085W
YDR129C	YDR353W
YGL004C	YBR272C
YGL004C	YPL235W
YGL004C	YGR232W
YMR246W	YLR019W
YMR246W	YDR129C
YPL131W	YPR016C
YPL131W	YHR052W
YBR234C	YKL013C
YPL022W	YDR324C
YPL022W	YBR195C
YDL116W	YJL117W
YDL116W	YKL057C
YDL116W	YGL092W
YLR248W	YDR080W
YBR195C	YOR308C
YBR195C	YPR018W
YBR195C	YOR100C
YDR324C	YCR002C
YNL244C	YMR146C
YNL244C	YBR079C
YNL244C	YMR309C
YNL244C	YDR429C
YDL100C	YML048W
YER025W	YOR260W
YKR026C	YDR211W
YKR026C	YOR260W
