DIP:40486E	DIP:26944N		SWP:P91185	PIR:T25658	GI:17551154	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40487E	DIP:24550N		SWP:Q20437	PIR:T22227	GI:17567733	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40488E	DIP:26955N		SWP:Q93730	PIR:T22267	GI:17507379	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40489E	DIP:26150N		SWP:Q20778		GI:17553572	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40490E	DIP:27350N		SWP:Q9XUW3		GI:30424345	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40491E	DIP:26436N		SWP:Q21131	PIR:T23240	GI:17568615	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40492E	DIP:25556N		SWP:O17378	PIR:T32462	GI:17536237	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40493E	DIP:24286N		SWP:O02116	PIR:T28762	GI:17542864	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40494E	DIP:26342N		SWP:Q23192		GI:17570273	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40495E	DIP:24816N		SWP:Q9XUK0	PIR:T26269	GI:17536775	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40496E	DIP:26909N		SWP:O17287	PIR:F88021	GI:17536841	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40497E	DIP:26683N		SWP:Q9U2W6		GI:17566496	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40498E	DIP:25685N		SWP:Q966A8		GI:17566028	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40499E	DIP:27385N		SWP:Q23390	PIR:T27686	GI:17538035	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40500E	DIP:25033N			PIR:T29014	GI:17534781	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40501E	DIP:25220N				GI:32566844	DIP:26145N		SWP:Q17559	PIR:T18803	GI:17538366
DIP:40502E	DIP:25421N		SWP:P91820	PIR:T25092	GI:17509131	DIP:26145N		SWP:Q17559	PIR:T18803	GI:17538366
DIP:40503E	DIP:26093N		SWP:O76449	PIR:T33320	GI:17566996	DIP:26145N		SWP:Q17559	PIR:T18803	GI:17538366
DIP:40504E	DIP:25045N				GI:25150794	DIP:24423N		SWP:P90740	PIR:T30998	GI:17538392
DIP:40505E	DIP:25461N			PIR:JC5582	GI:17508217	DIP:24423N		SWP:P90740	PIR:T30998	GI:17538392
DIP:40506E	DIP:26867N		SWP:Q9N4B8		GI:31746589	DIP:24608N		SWP:Q17573	PIR:T18836	GI:17531437
DIP:40507E	DIP:25049N				GI:25150157	DIP:26158N		SWP:P91015	PIR:T29262	GI:17505422
DIP:40508E	DIP:25136N		SWP:Q18076	PIR:T15551	GI:25151307	DIP:26158N		SWP:P91015	PIR:T29262	GI:17505422
DIP:40509E	DIP:26515N				GI:17554366	DIP:26158N		SWP:P91015	PIR:T29262	GI:17505422
DIP:40510E	DIP:26666N		SWP:Q9XUX8	PIR:T22862	GI:17561584	DIP:26158N		SWP:P91015	PIR:T29262	GI:17505422
DIP:40511E	DIP:26574N			PIR:T33383	GI:17549907	DIP:26158N		SWP:P91015	PIR:T29262	GI:17505422
DIP:40512E	DIP:26873N		SWP:Q18516	PIR:S41014	GI:17554964	DIP:26158N		SWP:P91015	PIR:T29262	GI:17505422
DIP:40513E	DIP:24474N		SWP:O16453	PIR:T31870	GI:17558956	DIP:27067N		SWP:O16198	PIR:T03853	GI:17557472
DIP:40514E	DIP:27017N		SWP:Q9TYS3	PIR:T33854	GI:17506345	DIP:27067N		SWP:O16198	PIR:T03853	GI:17557472
DIP:40515E	DIP:27067N		SWP:O16198	PIR:T03853	GI:17557472	DIP:25100N		SWP:Q9NF14		GI:17510815
DIP:40516E	DIP:27283N			PIR:F89528	GI:17570195	DIP:25115N				GI:17551938
DIP:40517E	DIP:25648N				GI:33620955	DIP:25115N				GI:17551938
DIP:40518E	DIP:25971N		SWP:Q21431		GI:14530612	DIP:25115N				GI:17551938
DIP:40519E	DIP:25420N		SWP:Q9BI72		GI:17569583	DIP:25115N				GI:17551938
DIP:40520E	DIP:25290N		SWP:Q17746	PIR:T30092	GI:17538514	DIP:24619N				GI:17554384
DIP:40521E	DIP:26903N		SWP:O17200	PIR:T32360	GI:17531639	DIP:24619N				GI:17554384
DIP:40522E	DIP:26766N		SWP:O45521	PIR:T22203	GI:17560984	DIP:24619N				GI:17554384
DIP:40523E	DIP:27157N		SWP:Q9XVK6	PIR:T23959	GI:17508565	DIP:24619N				GI:17554384
DIP:40524E	DIP:25163N		SWP:Q23301	PIR:T29515	GI:17559292	DIP:24619N				GI:17554384
DIP:40525E	DIP:25806N		SWP:Q17400	PIR:T18592	GI:17557168	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40526E	DIP:27419N		SWP:O16511	PIR:T31898	GI:17557534	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40527E	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40528E	DIP:27389N			PIR:T19143	GI:17531719	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40529E	DIP:26842N		SWP:Q09975	PIR:T34096	GI:17531943	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40530E	DIP:25651N			PIR:T15579	GI:17554770	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40531E	DIP:25306N			PIR:T25599	GI:17505793	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40532E	DIP:24604N		SWP:Q19138	PIR:T20535	GI:17506521	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40533E	DIP:24453N		SWP:Q27531	PIR:T29439	GI:17559386	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40534E	DIP:27444N		SWP:P91249	PIR:T29981	GI:17532621	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40535E	DIP:26520N		SWP:Q9XV50	PIR:T21536	GI:17533565	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40536E	DIP:27268N		SWP:Q93637	PIR:T21559	GI:17567381	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40537E	DIP:25084N		SWP:Q09983	PIR:T16210	GI:17553234	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40538E	DIP:24433N			PIR:T16309	GI:17568899	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40539E	DIP:24725N		SWP:O02089	PIR:T34041	GI:17533973	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40540E	DIP:25383N		SWP:Q20393		GI:32566035	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40541E	DIP:27343N			PIR:T16501	GI:17534525	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40542E	DIP:25668N		SWP:P90913	PIR:T23382	GI:17508121	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40543E	DIP:25454N		SWP:O45679	PIR:T23591	GI:17535051	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40544E	DIP:26303N			PIR:T23626	GI:17562582	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40545E	DIP:25636N			PIR:T23654	GI:17554234	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40546E	DIP:26074N		SWP:O17970	PIR:T23681	GI:17535157	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40547E	DIP:25662N		SWP:Q21563		GI:33300309	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40548E	DIP:25484N		SWP:Q27383	PIR:B89588	GI:17569357	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40549E	DIP:26431N				GI:17554746	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40550E	DIP:25110N		SWP:P91419		GI:17535887	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40551E	DIP:24437N			PIR:T24535	GI:17508697	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40552E	DIP:24824N		SWP:P91479	PIR:T29208	GI:17509097	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40553E	DIP:27461N		SWP:O01708	PIR:T28019	GI:17540878	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40554E	DIP:24774N		SWP:Q23119		GI:17536677	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40555E	DIP:27200N		SWP:Q9UAY0	PIR:T33997	GI:17542802	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40556E	DIP:25407N		SWP:Q23158	PIR:T26147	GI:17565036	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40557E	DIP:25493N		SWP:O18181	PIR:T26300	GI:17555530	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40558E	DIP:26293N		SWP:O62415	PIR:T26554	GI:17565328	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40559E	DIP:25152N		SWP:O62416	PIR:T26555	GI:17565330	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40560E	DIP:25063N			PIR:T26649	GI:17535357	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40561E	DIP:25463N		SWP:Q9NES7	PIR:T45059	GI:25151613	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40562E	DIP:27463N		SWP:Q95PZ0		GI:17543986	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40563E	DIP:25005N		SWP:Q9U1T6		GI:32566730	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40564E	DIP:25861N		SWP:Q9N4I4		GI:17510479	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40565E	DIP:27385N		SWP:Q23390	PIR:T27686	GI:17538035	DIP:26806N		SWP:O16500	PIR:T31887	GI:17557514
DIP:40566E	DIP:24490N			PIR:T18876	GI:17551968	DIP:24490N			PIR:T18876	GI:17551968
DIP:40567E	DIP:25498N		SWP:Q9XTV2	PIR:T23111	GI:17541034	DIP:24941N		SWP:Q17622	PIR:T18906	GI:17550114
DIP:40568E	DIP:26491N		SWP:O62127	PIR:T20390	GI:17506429	DIP:25695N		SWP:O44452		GI:17538420
DIP:40569E	DIP:26100N		SWP:P91001	PIR:T29320	GI:17538322	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40570E	DIP:25173N		SWP:Q9U3S0		GI:17505472	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40571E	DIP:25764N		SWP:Q9TZK8	PIR:T33490	GI:17550866	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40572E	DIP:26172N			PIR:T16144	GI:25151716	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40573E	DIP:24936N		SWP:Q09542	PIR:T16148	GI:17553154	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40574E	DIP:26170N			PIR:S44646	GI:17553298	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40575E	DIP:25069N		SWP:O44821		GI:32565231	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40576E	DIP:26359N			PIR:E88549	GI:17553622	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40577E	DIP:27337N		SWP:Q9XXM6	PIR:T23067	GI:17561878	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40578E	DIP:24602N		SWP:Q21225	PIR:T23325	GI:17508059	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40579E	DIP:25723N		SWP:Q21648	PIR:T16654	GI:17554454	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40580E	DIP:26841N		SWP:Q22166	PIR:T24468	GI:17569601	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40581E	DIP:24603N			PIR:T29380	GI:17569811	DIP:25173N		SWP:Q9U3S0		GI:17505472
DIP:40582E	DIP:25463N		SWP:Q9NES7	PIR:T45059	GI:25151613	DIP:25173N		SWP:Q9U3S0		GI:17505472
